=====Start_data=====
Date: 23/01/2022, Time: 00:00
Notes: filter and calibrated data
Collection period (s): 60.00, Sampling Frequency (Hz): 50.00
Counter, Distance(mm)
0, 4.64, 6.44
1, 18.60, 20.27
2, 40.34, 41.70
3, 66.37, 67.29
4, 94.04, 94.41
5, 121.32, 121.11
6, 146.82, 146.09
7, 169.76, 168.48
8, 189.70, 187.84
9, 206.51, 204.05
10, 220.20, 217.22
11, 230.95, 227.59
12, 239.12, 235.36
13, 245.08, 240.84
14, 249.20, 244.37
15, 251.75, 246.37
16, 253.02, 247.20
17, 253.34, 247.29
18, 252.97, 246.92
19, 251.86, 246.09
20, 250.12, 244.91
21, 247.87, 243.45
22, 245.28, 241.70
23, 242.54, 239.77
24, 239.50, 237.63
25, 236.28, 235.40
26, 232.95, 233.18
27, 229.59, 230.83
28, 226.32, 228.41
29, 223.03, 225.84
30, 219.83, 223.24
31, 216.76, 220.71
32, 213.77, 218.23
33, 210.91, 215.86
34, 208.28, 213.40
35, 205.99, 210.90
36, 204.09, 208.41
37, 202.56, 206.38
38, 201.38, 204.93
39, 200.75, 204.21
40, 200.67, 204.09
41, 201.27, 204.56
42, 202.41, 205.48
43, 203.96, 206.75
44, 205.91, 208.40
45, 208.16, 210.33
46, 210.67, 212.66
47, 213.26, 215.23
48, 215.81, 217.93
49, 218.29, 220.62
50, 220.66, 223.20
51, 222.79, 225.69
52, 224.61, 228.04
53, 226.08, 230.22
54, 226.99, 232.01
55, 227.31, 233.33
56, 227.13, 233.82
57, 226.63, 233.50
58, 225.94, 232.45
59, 225.01, 230.84
60, 223.90, 228.86
61, 222.36, 226.52
62, 220.47, 223.97
63, 218.15, 221.19
64, 215.57, 218.34
65, 212.89, 215.53
66, 210.14, 212.75
67, 207.41, 210.08
68, 204.85, 207.48
69, 202.57, 205.04
70, 200.65, 202.79
71, 199.12, 201.03
72, 197.96, 199.84
73, 197.35, 199.42
74, 197.27, 199.64
75, 197.67, 200.41
76, 198.66, 201.73
77, 200.16, 203.47
78, 202.15, 205.57
79, 204.41, 207.84
80, 206.77, 210.14
81, 209.05, 212.51
82, 211.12, 214.91
83, 212.75, 217.37
84, 213.88, 219.79
85, 214.74, 222.24
86, 215.47, 224.66
87, 216.16, 227.02
88, 216.59, 228.94
89, 216.70, 230.32
90, 216.65, 230.87
91, 216.59, 230.68
92, 216.60, 229.87
93, 216.49, 228.57
94, 216.21, 226.93
95, 215.56, 224.84
96, 214.60, 222.45
