=====Start_data=====
Date: 23/01/2022, Time: 00:00
Notes: filter and calibrated data
Collection period (s): 60.00, Sampling Frequency (Hz): 50.00
Counter, Distance(mm)
0, 3.50, 10.37
1, 11.02, 24.52
2, 22.56, 46.47
3, 36.25, 72.69
4, 50.75, 100.52
5, 65.09, 128.01
6, 78.61, 153.83
7, 90.94, 177.14
8, 101.83, 197.48
9, 111.05, 214.64
10, 118.59, 228.62
11, 124.51, 239.60
12, 129.03, 247.86
13, 132.35, 253.75
14, 134.65, 257.66
15, 135.97, 259.97
16, 136.44, 261.03
17, 136.29, 261.17
18, 135.75, 260.64
19, 135.02, 259.69
20, 134.34, 258.38
21, 133.82, 256.84
22, 133.60, 254.94
23, 133.64, 252.75
24, 133.85, 250.24
25, 134.14, 247.57
26, 134.44, 244.88
27, 134.68, 242.11
28, 134.84, 239.34
29, 134.88, 236.44
30, 134.82, 233.53
31, 134.68, 230.68
32, 134.47, 227.84
33, 134.20, 225.09
34, 133.92, 222.52
35, 133.66, 220.26
36, 133.45, 218.38
37, 133.30, 216.88
38, 133.22, 215.75
39, 133.23, 215.19
40, 133.32, 215.18
41, 133.47, 215.69
42, 133.69, 216.58
43, 134.00, 217.84
44, 134.41, 219.37
45, 135.02, 221.29
46, 135.81, 223.51
47, 136.75, 225.91
48, 137.63, 228.34
49, 138.38, 230.68
50, 138.88, 233.03
51, 139.16, 235.37
52, 139.24, 237.67
53, 139.15, 239.75
54, 138.93, 241.52
55, 138.73, 242.66
56, 138.60, 243.13
57, 138.59, 242.98
58, 138.49, 242.43
59, 138.26, 241.67
60, 138.09, 240.63
61, 138.07, 239.34
62, 138.27, 237.86
63, 138.55, 236.34
64, 138.86, 234.89
65, 139.00, 233.60
66, 138.95, 232.50
67, 138.70, 231.62
68, 138.39, 230.85
69, 138.06, 230.17
70, 137.78, 229.58
71, 137.54, 229.09
72, 137.45, 228.83
73, 137.52, 228.81
74, 137.76, 229.03
75, 138.18, 229.56
76, 138.74, 230.38
77, 139.39, 231.47
78, 139.87, 232.86
79, 140.09, 234.50
80, 140.02, 236.31
81, 139.71, 238.19
82, 139.21, 240.04
83, 138.58, 241.80
84, 137.90, 243.48
85, 137.21, 245.04
86, 136.18, 246.43
87, 134.78, 247.60
88, 133.01, 248.52
89, 131.48, 249.08
90, 130.39, 249.28
91, 130.06, 249.09
92, 130.37, 248.62
93, 131.14, 247.72
94, 132.13, 246.47
95, 133.19, 244.92
96, 134.27, 243.25
97, 135.33, 241.58
98, 136.29, 239.88
99, 137.12, 238.19
100, 137.80, 236.53
101, 138.32, 235.06
102, 138.67, 233.83
103, 138.89, 232.88
104, 138.99, 232.17
105, 139.01, 231.67
106, 139.05, 231.37
107, 139.14, 231.23
108, 139.33, 231.50
109, 139.60, 232.18
110, 139.91, 233.24
111, 140.03, 234.49
112, 139.89, 235.79
113, 139.48, 237.05
114, 138.91, 238.21
115, 138.18, 239.41
116, 137.37, 240.66
117, 136.49, 241.94
118, 135.60, 243.16
119, 134.77, 244.26
120, 134.08, 245.22
121, 133.53, 246.03
122, 133.09, 246.66
123, 132.74, 247.13
124, 132.72, 247.24
125, 133.07, 247.00
126, 133.79, 246.44
127, 134.66, 245.72
128, 135.53, 244.95
129, 136.39, 244.12
130, 137.21, 243.24
131, 137.98, 242.33
132, 138.69, 241.26
133, 139.31, 240.06
134, 139.83, 238.92
135, 140.26, 237.97
136, 140.60, 237.28
137, 140.83, 236.59
138, 140.97, 235.84
139, 141.06, 235.08
140, 141.15, 234.43
141, 141.18, 227.90
142, 141.12, 220.86
143, 140.97, 213.97
144, 140.70, 210.68
145, 140.24, 210.14
146, 139.58, 211.59
147, 138.77, 214.40
148, 137.91, 218.02
149, 137.10, 222.04
150, 136.41, 226.23
151, 135.88, 230.36
152, 135.51, 234.29
153, 135.12, 237.86
154, 134.66, 240.99
155, 134.05, 243.60
156, 133.38, 245.67
157, 132.67, 247.23
158, 132.37, 248.24
159, 132.59, 248.73
160, 133.22, 248.65
161, 134.03, 248.12
162, 134.87, 247.24
163, 135.76, 246.10
164, 136.67, 244.83
165, 137.55, 243.51
166, 138.32, 242.22
167, 138.92, 240.89
168, 139.36, 239.56
169, 139.65, 238.22
170, 139.92, 236.96
171, 140.23, 235.82
172, 140.59, 234.97
173, 140.97, 234.44
174, 141.35, 234.24
175, 141.64, 234.43
176, 141.85, 234.95
177, 141.94, 235.81
