=====Start_data=====
Date: 23/01/2022, Time: 00:00
Notes: filter and calibrated data
Collection period (s): 60.00, Sampling Frequency (Hz): 50.00
Counter, Distance(mm)
0, 2.43, 9.46
1, 7.71, 21.66
2, 15.93, 40.62
3, 25.82, 63.31
4, 36.42, 87.42
5, 46.99, 111.25
6, 56.99, 133.57
7, 66.05, 153.62
8, 73.94, 170.99
9, 80.63, 185.44
10, 86.12, 197.03
11, 90.44, 206.04
12, 93.69, 212.82
13, 96.07, 217.83
14, 97.74, 221.41
15, 98.87, 223.85
16, 99.54, 225.31
17, 99.83, 225.99
18, 99.75, 226.03
19, 99.37, 225.60
20, 98.77, 224.87
21, 98.01, 223.90
22, 97.17, 222.80
23, 96.25, 221.54
24, 95.30, 220.19
25, 94.35, 218.80
26, 93.48, 217.36
27, 92.72, 215.90
28, 92.15, 214.47
29, 91.77, 213.13
30, 91.57, 211.92
31, 91.40, 210.85
32, 91.21, 209.92
33, 90.92, 209.13
34, 90.58, 208.47
35, 90.21, 207.97
36, 89.83, 207.62
37, 89.46, 207.40
38, 89.21, 207.41
39, 89.08, 207.64
40, 89.10, 208.13
41, 89.21, 208.79
42, 89.39, 209.57
43, 89.68, 210.43
44, 90.07, 211.33
45, 90.42, 212.31
46, 90.66, 213.33
47, 90.74, 214.36
48, 90.67, 215.29
49, 90.50, 216.08
50, 90.19, 216.63
51, 89.77, 216.94
52, 89.28, 217.04
53, 88.63, 217.10
54, 87.83, 217.19
55, 86.98, 217.19
56, 86.19, 217.04
57, 85.81, 216.74
58, 85.89, 216.35
59, 86.44, 215.93
60, 87.03, 215.40
61, 87.52, 214.75
62, 87.85, 213.89
63, 88.11, 212.89
64, 88.34, 211.78
65, 88.48, 210.74
66, 88.53, 209.84
67, 88.43, 209.53
68, 88.20, 209.88
69, 87.87, 210.86
70, 87.38, 211.63
71, 86.74, 211.89
72, 86.10, 211.91
73, 85.54, 211.95
74, 85.11, 212.22
75, 85.00, 212.61
76, 85.20, 213.05
77, 85.81, 213.42
78, 86.73, 213.68
79, 87.63, 214.11
80, 88.34, 214.79
81, 88.77, 215.74
82, 88.98, 216.94
83, 89.02, 218.29
84, 88.97, 219.76
85, 88.86, 221.24
86, 88.75, 222.66
87, 88.44, 223.86
88, 87.92, 224.81
89, 87.45, 225.58
90, 87.18, 226.27
91, 87.19, 226.91
92, 87.43, 227.30
93, 87.83, 227.38
94, 88.25, 227.18
95, 88.63, 226.79
96, 88.91, 226.32
97, 89.12, 225.68
98, 89.25, 224.89
99, 89.28, 223.82
100, 89.21, 222.52
101, 88.93, 221.03
102, 88.47, 219.67
103, 87.86, 218.56
104, 87.27, 217.89
105, 86.80, 217.63
106, 86.61, 217.65
107, 86.70, 217.84
108, 87.04, 218.09
109, 87.47, 218.60
110, 87.89, 219.37
111, 88.30, 220.29
112, 88.70, 221.23
113, 89.11, 222.07
114, 89.52, 222.95
115, 89.93, 223.89
116, 90.27, 225.06
117, 90.52, 226.41
118, 90.67, 227.91
119, 90.69, 229.16
120, 90.58, 230.04
121, 90.37, 230.59
122, 90.09, 230.95
123, 89.84, 231.21
124, 89.65, 231.37
125, 89.53, 231.43
126, 89.53, 231.14
127, 89.63, 230.49
128, 89.61, 229.28
129, 89.41, 227.65
130, 88.98, 225.71
131, 88.54, 223.54
132, 88.20, 221.26
133, 87.92, 218.93
134, 87.66, 216.69
135, 87.39, 214.62
136, 87.10, 212.67
137, 86.79, 210.87
138, 86.51, 209.58
139, 86.28, 208.92
140, 86.09, 208.90
141, 86.10, 209.29
142, 86.29, 209.93
143, 86.71, 210.64
144, 87.27, 211.37
145, 87.91, 212.06
146, 88.59, 212.67
147, 89.24, 213.21
148, 89.84, 213.61
149, 90.38, 213.87
150, 90.82, 214.14
151, 91.15, 214.48
152, 91.37, 214.92
153, 91.43, 215.61
154, 91.33, 216.53
155, 91.18, 217.76
156, 91.07, 219.19
157, 91.04, 220.74
158, 91.05, 222.21
159, 91.06, 223.51
160, 90.99, 224.71
161, 90.82, 225.83
162, 90.55, 226.91
163, 90.14, 227.67
164, 89.62, 228.06
165, 89.15, 228.05
166, 88.79, 227.78
167, 88.60, 227.32
168, 88.36, 226.74
169, 88.00, 226.09
170, 87.48, 225.37
171, 86.87, 224.61
172, 86.38, 224.23
173, 86.05, 224.33
174, 85.92, 224.97
175, 85.86, 225.77
176, 85.82, 226.57
177, 85.96, 227.27
178, 86.32, 227.90
179, 86.94, 228.46
180, 87.58, 228.91
181, 88.16, 229.22
182, 88.67, 229.37
183, 89.12, 229.39
184, 89.54, 229.30
185, 89.83, 228.97
186, 89.98, 228.40
187, 89.97, 227.49
188, 89.87, 226.32
189, 89.69, 224.97
190, 89.56, 223.60
191, 89.50, 222.29
192, 89.54, 220.87
193, 89.65, 219.31
194, 89.77, 217.63
195, 89.88, 215.97
196, 89.96, 214.42
197, 89.94, 213.08
198, 89.81, 211.96
199, 89.49, 210.95
200, 89.01, 210.01
201, 88.41, 209.10
202, 87.86, 208.10
203, 87.42, 206.99
204, 87.04, 205.93
205, 86.67, 205.04
206, 86.26, 204.39
207, 85.83, 204.25
208, 85.39, 204.65
209, 85.11, 205.39
210, 85.05, 206.24
211, 85.21, 207.04
212, 85.56, 207.73
213, 86.02, 208.30
214, 86.67, 208.96
215, 87.46, 209.77
216, 88.42, 210.74
217, 89.47, 211.72
218, 90.55, 212.64
219, 91.50, 213.44
220, 92.24, 214.11
221, 92.75, 214.59
222, 93.06, 214.86
223, 93.23, 214.94
224, 93.28, 214.80
225, 93.24, 214.49
226, 93.13, 214.10
227, 92.94, 213.73
228, 92.71, 213.41
229, 92.38, 213.20
230, 91.95, 213.11
231, 91.39, 213.03
232, 90.73, 212.90
233, 90.02, 212.71
234, 89.36, 212.24
235, 88.79, 211.47
236, 88.28, 210.36
237, 87.78, 209.04
238, 87.28, 207.63
239, 86.68, 206.25
240, 85.97, 204.99
241, 85.31, 204.04
242, 84.80, 203.47
243, 84.57, 203.29
244, 84.56, 203.42
245, 84.73, 203.76
246, 85.09, 204.33
247, 85.57, 205.09
248, 86.20, 205.95
249, 86.92, 206.84
250, 87.70, 207.68
251, 88.56, 208.54
252, 89.46, 209.42
253, 90.31, 210.21
254, 91.04, 210.86
255, 91.60, 211.31
256, 92.04, 211.86
257, 92.38, 212.56
258, 92.61, 213.48
259, 92.70, 214.52
260, 92.68, 215.60
261, 92.66, 216.45
262, 92.67, 216.99
263, 92.59, 217.08
264, 92.37, 216.77
265, 91.90, 216.15
266, 91.24, 215.21
267, 90.45, 214.04
268, 89.65, 212.64
269, 88.93, 211.11
270, 88.26, 209.68
271, 87.65, 208.48
272, 87.08, 207.57
273, 86.65, 206.81
274, 86.38, 206.16
275, 86.19, 205.71
276, 86.04, 205.51
277, 85.88, 205.55
278, 85.77, 205.87
279, 85.74, 206.42
280, 85.86, 207.31
281, 86.13, 208.49
282, 86.52, 209.88
283, 87.01, 211.34
284, 87.55, 212.74
285, 88.22, 214.14
286, 89.00, 215.53
287, 89.87, 216.90
288, 90.75, 218.18
289, 91.60, 219.33
290, 92.26, 220.25
291, 92.72, 220.93
292, 92.97, 221.31
293, 93.08, 221.44
294, 93.10, 221.37
295, 92.95, 221.20
296, 92.63, 221.00
297, 92.14, 220.64
298, 91.53, 220.11
299, 90.86, 219.39
300, 90.10, 218.53
301, 89.29, 217.60
302, 88.54, 216.69
303, 87.94, 215.86
304, 87.51, 215.17
305, 87.19, 214.60
306, 86.93, 214.16
307, 86.64, 213.70
308, 86.32, 213.19
309, 85.98, 212.62
310, 85.74, 212.13
311, 85.64, 211.77
312, 85.66, 211.76
313, 85.77, 212.11
314, 86.02, 212.66
315, 86.40, 213.26
316, 86.92, 213.80
317, 87.52, 214.33
318, 88.17, 214.83
319, 88.89, 215.34
320, 89.64, 215.85
321, 90.39, 216.33
322, 91.06, 216.95
323, 91.61, 217.71
324, 92.01, 218.45
325, 92.29, 219.05
326, 92.48, 219.42
327, 92.58, 219.50
328, 92.62, 219.31
329, 92.53, 218.88
330, 92.33, 218.30
331, 92.00, 217.64
332, 91.56, 216.92
333, 91.04, 216.17
334, 90.37, 215.39
335, 89.61, 214.62
336, 88.85, 213.88
337, 88.18, 213.15
338, 87.65, 212.45
339, 87.19, 211.76
340, 86.77, 211.09
341, 86.36, 210.57
342, 85.96, 210.22
343, 85.58, 210.06
344, 85.25, 210.00
345, 84.99, 209.98
346, 84.92, 210.02
347, 85.03, 210.11
348, 85.32, 210.28
349, 85.81, 210.62
350, 86.43, 211.15
351, 87.20, 211.98
352, 88.03, 213.03
353, 88.88, 214.25
354, 89.61, 215.59
355, 90.19, 216.98
356, 90.74, 218.37
357, 91.33, 219.68
358, 91.83, 220.87
359, 92.17, 221.82
360, 92.29, 222.49
361, 92.30, 222.83
362, 92.27, 222.90
363, 92.18, 222.68
364, 92.02, 222.23
365, 91.81, 221.61
366, 91.56, 220.85
367, 91.30, 220.00
368, 91.00, 218.98
369, 90.65, 217.80
370, 90.27, 216.52
371, 89.83, 215.14
372, 89.34, 213.75
373, 88.76, 212.54
374, 88.13, 211.62
375, 87.47, 211.04
376, 86.77, 210.73
377, 86.04, 210.62
378, 85.40, 210.48
379, 84.89, 210.25
380, 84.54, 209.88
381, 84.42, 209.65
382, 84.53, 209.64
383, 84.88, 210.03
384, 85.38, 210.73
385, 86.06, 211.82
386, 86.86, 213.20
387, 87.75, 214.79
388, 88.69, 216.58
389, 89.61, 218.49
390, 90.47, 220.58
391, 91.22, 222.75
392, 91.84, 224.92
393, 92.33, 226.75
394, 92.72, 228.13
395, 92.97, 229.04
396, 93.12, 229.59
397, 93.16, 229.86
398, 93.07, 229.92
399, 92.87, 229.84
400, 92.47, 229.63
401, 91.90, 229.33
402, 91.18, 228.98
403, 90.46, 228.43
404, 89.79, 227.69
405, 89.15, 226.76
406, 88.51, 225.76
407, 87.91, 224.76
408, 87.37, 223.76
409, 86.92, 222.79
410, 86.56, 222.05
411, 86.27, 221.58
412, 86.08, 221.25
413, 85.99, 220.95
414, 85.97, 220.60
415, 86.07, 220.20
416, 86.27, 219.78
417, 86.66, 219.36
418, 87.22, 218.96
419, 87.92, 218.60
420, 88.69, 218.18
421, 89.45, 217.69
422, 90.18, 217.36
423, 90.84, 217.26
424, 91.42, 217.45
425, 91.91, 217.79
426, 92.31, 218.22
427, 92.60, 218.68
428, 92.78, 219.12
429, 92.87, 219.54
430, 92.86, 219.88
431, 92.77, 220.15
432, 92.55, 220.15
433, 92.24, 219.84
434, 91.77, 219.28
435, 91.17, 218.57
436, 90.47, 217.82
437, 89.77, 217.07
438, 89.12, 216.36
439, 88.58, 215.67
440, 88.15, 215.01
441, 87.84, 214.38
