=====Start_data=====
Date: 12/11/2021, Time: 23:00
Notes: filter and calibrated data
Collection period (s): 20.00, Sampling Frequency (Hz): 100.00
Counter, Distance(mm)
0, 5.53, 48.06
1, 17.41, 59.54
2, 35.86, 77.08
3, 58.08, 97.71
4, 81.81, 119.16
5, 105.39, 139.88
6, 127.62, 158.85
7, 147.66, 175.44
8, 165.06, 189.43
9, 179.66, 200.85
10, 191.51, 209.89
11, 200.70, 216.92
12, 207.48, 222.23
13, 212.15, 226.12
14, 215.09, 228.82
15, 216.70, 230.51
16, 217.29, 231.36
17, 217.16, 231.56
18, 216.52, 231.29
19, 215.62, 230.80
20, 214.61, 230.21
21, 213.60, 229.63
22, 212.64, 229.08
23, 211.78, 228.59
24, 210.95, 228.05
25, 210.14, 227.45
26, 209.35, 226.79
27, 208.62, 226.11
28, 207.99, 225.52
29, 207.49, 225.04
30, 207.11, 224.71
31, 206.84, 224.48
32, 206.68, 224.44
33, 206.63, 224.56
34, 206.67, 224.83
35, 206.76, 225.20
36, 206.84, 225.55
37, 206.88, 225.86
38, 206.86, 226.07
39, 206.80, 226.22
40, 206.50, 226.01
41, 205.95, 225.40
42, 205.13, 224.38
43, 204.18, 223.13
44, 203.18, 221.79
45, 201.78, 220.11
46, 199.95, 218.11
47, 197.71, 215.82
48, 195.30, 213.44
49, 192.72, 211.03
50, 190.05, 208.69
51, 187.38, 206.48
52, 184.84, 204.47
53, 182.51, 202.62
54, 180.44, 200.95
55, 178.64, 199.44
56, 177.13, 198.12
57, 175.93, 197.04
58, 175.03, 196.20
59, 174.40, 195.59
60, 173.99, 195.17
61, 173.75, 194.91
62, 173.55, 194.68
63, 173.32, 194.45
64, 173.04, 194.18
65, 172.73, 193.90
66, 172.42, 193.62
67, 172.13, 193.37
68, 171.87, 193.14
69, 171.63, 192.94
70, 171.38, 192.71
71, 171.11, 192.45
72, 170.80, 192.15
73, 170.49, 191.83
74, 170.46, 191.76
75, 170.76, 191.99
76, 171.41, 192.53
77, 172.28, 193.26
78, 173.40, 194.29
79, 174.73, 195.59
80, 176.21, 197.09
81, 177.71, 198.67
82, 179.16, 200.20
83, 180.72, 201.87
84, 182.41, 203.64
85, 184.21, 205.51
86, 186.00, 207.36
87, 187.89, 209.25
88, 189.86, 211.16
89, 191.90, 213.07
90, 193.86, 214.87
91, 195.78, 216.33
92, 197.62, 217.39
93, 199.35, 218.02
94, 200.92, 218.33
95, 202.43, 218.27
96, 203.88, 217.91
97, 205.27, 217.29
98, 206.56, 216.53
99, 207.59, 215.71
100, 208.33, 215.03
101, 208.78, 214.56
102, 209.00, 214.33
103, 209.05, 214.29
104, 209.00, 214.34
105, 208.90, 214.45
106, 208.78, 214.58
107, 208.65, 214.72
108, 208.13, 214.93
109, 207.16, 215.24
110, 205.72, 215.64
111, 204.03, 216.07
112, 202.09, 216.08
113, 200.01, 215.59
114, 197.86, 214.54
115, 195.77, 213.16
116, 193.62, 211.51
117, 191.44, 209.69
118, 189.25, 207.79
119, 187.16, 205.94
120, 185.27, 204.21
121, 183.63, 202.58
122, 182.27, 201.05
123, 181.20, 199.64
124, 180.39, 198.39
125, 179.58, 197.34
126, 178.72, 196.50
127, 177.75, 195.88
128, 176.77, 195.43
129, 175.91, 195.26
130, 175.21, 195.34
131, 174.72, 195.66
132, 174.38, 196.13
133, 174.18, 196.44
134, 174.08, 196.50
135, 174.06, 196.27
136, 174.10, 195.85
137, 174.09, 195.31
138, 174.02, 194.80
139, 173.86, 194.40
140, 173.64, 194.13
141, 173.41, 193.97
142, 173.38, 193.96
143, 173.61, 194.07
144, 174.11, 194.31
145, 174.78, 194.61
146, 175.71, 195.27
147, 176.87, 196.31
148, 178.23, 197.71
149, 179.65, 199.30
150, 181.33, 201.20
151, 183.25, 203.33
152, 185.39, 205.65
153, 187.56, 207.97
154, 189.85, 210.24
155, 192.22, 212.41
156, 194.61, 214.43
157, 196.89, 216.23
158, 198.96, 217.79
159, 200.74, 219.07
160, 202.21, 220.06
161, 203.40, 220.80
162, 204.31, 221.31
163, 205.10, 221.66
164, 205.80, 221.90
165, 206.47, 222.06
166, 207.07, 222.16
167, 207.57, 222.16
168, 207.95, 222.05
169, 208.23, 221.84
170, 208.41, 221.59
171, 208.59, 221.36
172, 208.81, 221.20
173, 209.08, 221.11
174, 209.37, 221.09
175, 209.39, 220.94
176, 209.10, 220.63
177, 208.45, 220.13
178, 207.61, 219.53
179, 206.31, 218.89
180, 204.60, 217.91
181, 202.51, 216.58
182, 200.27, 214.89
183, 198.05, 213.05
184, 195.63, 211.07
185, 193.05, 209.04
186, 190.33, 207.03
187, 187.66, 205.14
188, 185.21, 203.34
189, 183.09, 201.66
190, 181.33, 200.10
191, 179.92, 198.72
192, 178.77, 197.51
193, 177.85, 196.46
194, 177.10, 195.57
195, 176.52, 194.83
196, 175.98, 194.13
197, 175.44, 193.43
198, 174.87, 192.71
199, 174.33, 192.00
200, 173.93, 191.36
201, 173.70, 190.87
202, 173.67, 190.57
203, 173.77, 190.46
204, 173.96, 190.49
205, 174.12, 190.64
206, 174.21, 190.89
207, 174.22, 191.21
208, 174.15, 191.55
209, 174.07, 192.03
210, 174.00, 192.62
211, 173.95, 193.32
212, 173.91, 194.06
213, 174.14, 195.09
214, 174.64, 196.41
215, 175.45, 198.01
216, 176.41, 199.71
217, 177.71, 201.40
218, 179.30, 203.19
219, 181.15, 205.06
220, 183.08, 206.98
221, 184.96, 208.83
222, 186.87, 210.74
223, 188.78, 212.68
224, 190.66, 214.64
225, 192.69, 216.48
226, 194.85, 218.12
227, 197.15, 219.55
228, 199.43, 220.77
229, 201.60, 221.79
230, 203.57, 222.61
231, 205.16, 223.26
232, 206.33, 223.66
233, 207.08, 223.83
234, 207.49, 223.78
235, 207.65, 223.59
236, 207.65, 223.30
237, 207.54, 222.96
238, 207.39, 222.60
239, 207.20, 222.25
240, 207.04, 222.04
241, 206.91, 221.99
242, 206.82, 222.11
243, 206.77, 222.35
244, 206.56, 222.40
245, 206.15, 222.20
246, 205.54, 221.69
247, 204.81, 221.00
248, 203.67, 220.22
249, 202.12, 219.07
250, 200.17, 217.56
251, 198.04, 215.70
252, 195.72, 213.68
253, 193.30, 211.64
254, 190.83, 209.67
255, 188.47, 207.84
256, 186.31, 206.20
257, 184.33, 204.59
258, 182.53, 202.97
259, 180.92, 201.34
260, 179.53, 199.77
261, 178.29, 198.37
262, 177.18, 197.18
263, 176.17, 196.20
264, 175.30, 195.44
265, 174.64, 194.83
266, 174.22, 194.35
267, 174.01, 193.97
268, 173.98, 193.68
269, 173.95, 193.48
270, 173.88, 193.33
271, 173.74, 193.25
272, 173.54, 193.20
273, 173.45, 193.19
274, 173.51, 193.20
275, 173.74, 193.23
276, 174.08, 193.26
277, 174.47, 193.30
278, 174.91, 193.50
279, 175.36, 193.86
280, 175.83, 194.39
281, 176.26, 195.02
282, 176.93, 195.85
283, 177.86, 196.88
284, 179.05, 198.07
285, 180.36, 199.31
286, 181.96, 200.85
287, 183.80, 202.66
288, 185.85, 204.73
289, 187.94, 206.87
290, 189.99, 208.94
291, 191.94, 210.88
292, 193.73, 212.63
293, 195.33, 214.17
294, 196.93, 215.49
295, 198.58, 216.61
296, 200.30, 217.54
297, 201.96, 218.31
298, 203.51, 218.92
299, 204.86, 219.55
300, 205.98, 220.26
301, 206.88, 221.06
302, 207.57, 221.89
303, 208.10, 222.66
304, 208.51, 223.34
305, 208.82, 223.90
306, 209.05, 224.35
307, 209.37, 224.69
308, 209.81, 224.95
309, 210.40, 225.13
310, 211.06, 225.25
311, 211.30, 225.31
312, 211.03, 225.09
313, 210.20, 224.54
314, 209.01, 223.68
315, 207.30, 222.63
316, 205.14, 221.23
317, 202.60, 219.51
318, 199.93, 217.51
319, 197.32, 215.42
320, 194.85, 213.23
321, 192.61, 211.02
322, 190.64, 208.83
323, 188.95, 206.77
324, 187.45, 204.77
325, 186.11, 202.84
326, 184.89, 200.99
327, 183.83, 199.30
328, 182.75, 197.80
329, 181.62, 196.52
330, 180.42, 195.47
331, 179.24, 194.62
332, 178.15, 193.97
333, 177.21, 193.47
334, 176.43, 193.07
335, 175.81, 192.76
336, 175.20, 192.52
337, 174.56, 192.33
338, 173.87, 192.15
339, 173.17, 191.98
340, 172.52, 191.82
341, 171.98, 191.72
342, 171.58, 191.67
343, 171.31, 191.68
344, 171.17, 191.72
345, 171.16, 191.79
346, 171.29, 191.88
347, 171.52, 191.97
348, 171.81, 192.05
349, 172.16, 192.14
350, 172.54, 192.18
351, 172.94, 192.18
352, 173.33, 192.13
353, 173.67, 192.06
354, 173.94, 192.03
355, 174.13, 192.06
356, 174.25, 192.16
357, 174.35, 192.30
358, 174.45, 192.53
359, 174.54, 192.84
360, 174.63, 193.21
361, 174.72, 193.60
362, 174.71, 194.06
363, 174.60, 194.56
364, 174.38, 195.09
365, 174.11, 195.62
366, 174.12, 196.12
367, 174.50, 196.75
368, 175.27, 197.52
369, 176.27, 198.44
370, 177.69, 199.41
371, 179.46, 200.64
372, 181.53, 202.10
373, 183.70, 203.78
374, 185.96, 205.53
375, 188.22, 207.31
376, 190.44, 209.06
377, 192.51, 210.74
378, 194.36, 212.28
379, 196.11, 213.72
380, 197.79, 215.07
381, 199.41, 216.31
382, 200.89, 217.42
383, 202.29, 218.45
384, 203.58, 219.43
385, 204.78, 220.35
386, 205.85, 221.19
387, 206.71, 221.92
388, 207.35, 222.62
389, 207.79, 223.30
390, 208.05, 223.99
391, 208.20, 224.63
392, 208.29, 225.21
393, 208.33, 225.71
394, 208.34, 226.13
395, 208.28, 226.48
396, 208.14, 226.70
397, 207.93, 226.78
398, 207.68, 226.75
399, 207.49, 226.63
400, 207.40, 226.40
401, 207.42, 226.07
402, 207.52, 225.67
403, 207.67, 225.24
404, 207.90, 224.87
405, 208.20, 224.59
406, 208.56, 224.40
407, 208.94, 224.31
408, 209.32, 224.30
409, 209.67, 224.37
410, 209.99, 224.51
411, 210.27, 224.69
412, 210.32, 224.88
413, 210.11, 224.91
414, 209.63, 224.74
415, 209.00, 224.34
416, 207.91, 223.82
417, 206.38, 222.86
418, 204.43, 221.47
419, 202.30, 219.66
420, 200.14, 217.65
421, 197.82, 215.49
422, 195.38, 213.27
423, 192.84, 211.08
424, 190.38, 209.02
425, 188.02, 206.95
426, 185.81, 204.89
427, 183.80, 202.84
428, 182.02, 200.91
429, 180.51, 199.16
430, 179.26, 197.57
431, 178.27, 196.15
432, 177.50, 194.90
433, 176.86, 193.83
434, 176.29, 193.06
435, 175.78, 192.61
436, 175.32, 192.46
437, 174.87, 192.54
438, 174.43, 192.70
439, 174.00, 192.90
440, 173.58, 193.07
441, 173.21, 193.21
442, 172.94, 193.33
443, 172.77, 193.43
444, 172.73, 193.50
445, 172.76, 193.56
446, 172.82, 193.60
447, 172.89, 193.56
448, 172.95, 193.45
449, 172.99, 193.25
450, 173.04, 193.02
451, 173.12, 192.70
452, 173.22, 192.31
453, 173.33, 191.87
454, 173.39, 191.41
455, 173.39, 191.00
456, 173.31, 190.65
457, 173.19, 190.38
458, 173.09, 190.18
459, 173.04, 190.10
460, 173.06, 190.14
461, 173.12, 190.30
462, 173.22, 190.52
463, 173.32, 190.77
464, 173.43, 191.04
465, 173.54, 191.31
466, 173.64, 191.55
467, 173.92, 191.77
468, 174.40, 192.26
469, 175.08, 193.06
470, 175.88, 194.18
471, 176.88, 195.47
472, 178.03, 196.98
473, 179.32, 198.65
474, 180.64, 200.43
475, 182.14, 202.19
476, 183.81, 204.07
477, 185.64, 206.06
478, 187.47, 208.12
479, 189.37, 210.13
480, 191.30, 212.07
481, 193.22, 213.91
482, 195.03, 215.62
483, 196.68, 217.14
484, 198.17, 218.54
485, 199.50, 219.82
486, 200.67, 220.99
487, 201.67, 222.02
488, 202.63, 222.90
489, 203.58, 223.60
490, 204.53, 224.11
491, 205.44, 224.47
492, 206.18, 224.68
493, 206.73, 224.82
494, 207.08, 224.91
495, 207.27, 224.97
496, 207.39, 225.02
497, 207.47, 225.05
498, 207.56, 225.06
499, 207.65, 225.06
500, 207.73, 225.06
501, 207.80, 225.08
502, 207.86, 225.13
503, 207.91, 225.21
504, 207.95, 225.31
505, 208.08, 225.42
506, 208.34, 225.47
507, 208.71, 225.45
508, 209.15, 225.35
509, 209.55, 225.20
510, 209.89, 225.06
511, 210.13, 224.94
512, 210.29, 224.86
513, 210.25, 224.80
514, 210.01, 224.69
515, 209.58, 224.50
516, 209.03, 224.22
517, 208.05, 223.89
518, 206.65, 223.19
519, 204.82, 222.07
520, 202.81, 220.53
521, 200.50, 218.78
522, 197.97, 216.77
523, 195.29, 214.58
524, 192.65, 212.28
525, 190.17, 210.02
526, 187.84, 207.91
527, 185.68, 205.79
528, 183.71, 203.64
529, 181.96, 201.48
530, 180.31, 199.42
531, 178.74, 197.63
532, 177.22, 196.17
533, 175.83, 195.06
534, 174.73, 194.27
535, 173.96, 193.64
536, 173.52, 193.12
537, 173.35, 192.66
538, 173.27, 192.27
539, 173.20, 191.94
540, 173.08, 191.68
541, 172.94, 191.47
542, 172.87, 191.32
543, 172.90, 191.28
544, 173.03, 191.34
545, 173.23, 191.50
546, 173.46, 191.72
547, 173.55, 191.98
548, 173.44, 192.24
549, 173.13, 192.49
550, 172.69, 192.73
551, 172.27, 192.94
552, 171.92, 193.06
553, 171.68, 193.08
554, 171.52, 193.00
555, 171.44, 192.86
556, 171.42, 192.64
557, 171.43, 192.38
558, 171.47, 192.08
559, 171.58, 191.77
560, 171.76, 191.49
561, 172.00, 191.28
562, 172.28, 191.13
563, 172.57, 191.04
564, 172.77, 190.99
565, 172.85, 190.97
566, 172.81, 190.98
567, 172.69, 191.00
568, 172.72, 191.03
569, 172.98, 191.34
570, 173.48, 191.96
571, 174.12, 192.90
572, 174.94, 194.00
573, 175.89, 195.35
574, 176.94, 196.87
575, 178.00, 198.53
576, 179.27, 200.19
577, 180.77, 201.91
578, 182.47, 203.65
579, 184.22, 205.39
580, 186.14, 207.02
581, 188.16, 208.64
582, 190.27, 210.24
583, 192.32, 211.81
584, 194.22, 213.27
585, 196.00, 214.57
586, 197.63, 215.88
587, 199.11, 217.19
588, 200.41, 218.52
589, 201.60, 219.80
590, 202.68, 220.92
591, 203.66, 221.83
592, 204.53, 222.52
593, 205.38, 223.02
594, 206.22, 223.39
595, 207.07, 223.66
596, 207.87, 223.87
597, 208.55, 224.01
598, 209.07, 224.08
599, 209.44, 224.07
600, 209.67, 224.01
601, 209.79, 223.90
602, 209.79, 223.76
603, 209.66, 223.70
604, 209.43, 223.74
605, 209.14, 223.89
606, 208.79, 224.11
607, 208.41, 224.39
608, 208.02, 224.72
609, 207.64, 225.07
610, 207.44, 225.42
611, 207.47, 225.65
612, 207.73, 225.71
613, 208.14, 225.60
614, 208.52, 225.38
615, 208.82, 225.03
616, 208.99, 224.59
617, 209.05, 224.07
618, 208.74, 223.53
619, 208.05, 223.00
620, 206.97, 222.17
621, 205.68, 221.00
622, 204.32, 219.48
623, 202.57, 217.80
624, 200.44, 215.78
625, 197.97, 213.46
626, 195.38, 210.90
627, 192.66, 208.29
628, 189.91, 205.77
629, 187.18, 203.42
630, 184.62, 201.30
631, 182.36, 199.45
632, 180.47, 197.99
633, 178.96, 196.92
634, 177.79, 196.22
635, 176.85, 195.83
636, 176.08, 195.67
637, 175.43, 195.54
638, 174.90, 195.35
639, 174.48, 195.07
640, 174.13, 194.73
641, 173.84, 194.34
642, 173.59, 193.92
643, 173.38, 193.48
644, 173.17, 193.07
645, 172.92, 192.71
646, 172.65, 192.43
647, 172.37, 192.23
648, 172.08, 192.11
649, 171.77, 192.01
650, 171.46, 191.92
651, 171.17, 191.82
652, 170.93, 191.73
653, 170.75, 191.67
654, 170.64, 191.66
655, 170.58, 191.69
656, 170.58, 191.75
657, 170.65, 191.83
658, 170.77, 191.86
659, 170.92, 191.82
660, 171.08, 191.71
661, 171.25, 191.55
662, 171.40, 191.40
663, 171.54, 191.27
664, 171.66, 191.18
665, 171.87, 191.13
666, 172.19, 191.10
667, 172.61, 191.10
668, 173.09, 191.10
669, 173.61, 191.12
670, 174.14, 191.38
671, 174.66, 191.92
672, 175.16, 192.74
673, 175.89, 193.72
674, 176.91, 194.87
675, 178.22, 196.14
676, 179.65, 197.48
677, 181.27, 198.80
678, 183.00, 200.04
679, 184.80, 201.49
680, 186.56, 203.21
681, 188.18, 205.18
682, 189.77, 207.22
683, 191.30, 209.38
684, 192.79, 211.58
685, 194.17, 213.79
686, 195.60, 215.87
687, 197.11, 217.81
688, 198.70, 219.58
689, 200.25, 221.16
690, 201.73, 222.53
691, 203.09, 223.64
692, 204.30, 224.50
693, 205.35, 225.13
694, 206.23, 225.56
695, 206.93, 225.83
696, 207.49, 226.00
697, 207.90, 226.10
698, 208.25, 226.17
699, 208.57, 226.21
700, 208.86, 226.14
701, 209.13, 225.96
702, 209.36, 225.67
703, 209.51, 225.31
704, 209.56, 224.99
705, 209.51, 224.73
706, 209.39, 224.56
707, 209.21, 224.46
708, 208.98, 224.39
709, 208.71, 224.33
710, 208.43, 224.27
711, 208.10, 224.20
712, 207.74, 224.14
713, 207.33, 224.19
714, 206.92, 224.39
715, 206.67, 224.72
716, 206.60, 225.13
717, 206.74, 225.47
718, 207.00, 225.68
719, 207.35, 225.73
720, 207.74, 225.67
721, 208.13, 225.62
722, 208.50, 225.61
723, 208.85, 225.69
724, 209.09, 225.81
725, 209.24, 225.91
726, 209.27, 225.96
727, 209.23, 225.93
728, 209.24, 225.87
729, 209.34, 225.80
730, 209.55, 225.75
731, 209.83, 225.73
732, 210.06, 225.72
733, 210.21, 225.74
734, 210.25, 225.76
735, 210.21, 225.79
736, 210.06, 225.83
737, 209.82, 225.86
738, 209.50, 225.86
739, 209.15, 225.83
740, 208.78, 225.76
741, 208.43, 225.66
742, 208.11, 225.62
743, 207.82, 225.63
744, 207.58, 225.72
745, 207.46, 225.85
746, 207.47, 225.93
747, 207.61, 225.91
748, 207.84, 225.79
749, 208.09, 225.61
750, 208.32, 225.39
751, 208.52, 225.16
752, 208.69, 224.92
753, 208.85, 224.71
754, 209.01, 224.51
755, 209.18, 224.32
756, 209.34, 224.11
757, 209.46, 223.90
758, 209.53, 223.70
759, 209.55, 223.54
760, 209.54, 223.43
761, 209.50, 223.38
762, 209.50, 223.38
763, 209.56, 223.51
764, 209.67, 223.80
765, 209.82, 224.23
766, 209.94, 224.73
767, 209.99, 225.21
768, 209.98, 225.62
769, 209.92, 225.93
770, 209.48, 226.14
771, 208.63, 226.29
772, 207.35, 225.95
773, 205.85, 225.09
774, 203.93, 223.69
775, 201.63, 221.99
776, 199.03, 219.81
777, 196.35, 217.25
778, 193.62, 214.29
779, 190.92, 211.16
780, 188.29, 208.02
781, 185.85, 205.04
782, 183.66, 202.33
783, 181.72, 199.96
784, 180.03, 197.95
785, 178.57, 196.33
786, 177.36, 195.09
787, 176.30, 194.20
788, 175.38, 193.60
789, 174.54, 193.17
790, 173.82, 192.87
791, 173.22, 192.63
792, 172.74, 192.45
793, 172.36, 192.33
794, 172.07, 192.16
795, 171.87, 191.92
796, 171.76, 191.60
797, 171.73, 191.24
798, 171.78, 190.93
799, 171.89, 190.71
800, 171.99, 190.59
801, 172.08, 190.54
802, 172.13, 190.52
803, 172.16, 190.50
804, 172.18, 190.47
805, 172.15, 190.44
806, 172.09, 190.40
807, 171.98, 190.40
808, 171.86, 190.43
809, 171.77, 190.50
810, 171.76, 190.59
811, 171.81, 190.60
812, 171.91, 190.52
813, 171.99, 190.32
814, 172.02, 190.06
815, 171.98, 189.91
816, 171.90, 189.93
817, 171.80, 190.13
818, 171.63, 190.46
819, 171.40, 190.86
820, 171.11, 191.25
821, 170.79, 191.60
822, 170.53, 191.89
823, 170.34, 192.13
824, 170.25, 192.28
825, 170.22, 192.35
826, 170.24, 192.34
827, 170.30, 192.28
828, 170.38, 192.22
829, 170.46, 192.17
830, 170.55, 192.16
831, 170.59, 192.16
832, 170.55, 192.17
833, 170.44, 192.20
834, 170.29, 192.23
835, 170.14, 192.26
836, 170.02, 192.30
837, 169.93, 192.33
838, 169.87, 192.36
839, 169.89, 192.38
840, 169.99, 192.40
