=====Start_data=====
Date: 12/11/2021, Time: 23:00
Notes: filter and calibrated data
Collection period (s): 20.00, Sampling Frequency (Hz): 100.00
Counter, Distance(mm)
0, 7.61, 49.26
1, 23.97, 63.29
2, 49.38, 84.62
3, 79.62, 109.33
4, 111.55, 134.61
5, 142.88, 158.60
6, 172.11, 180.25
7, 198.47, 198.99
8, 221.49, 214.66
9, 241.02, 227.37
10, 257.05, 237.39
11, 269.79, 245.05
12, 279.47, 250.66
13, 286.48, 254.56
14, 291.20, 257.06
15, 294.07, 258.45
16, 295.52, 259.04
17, 295.91, 259.04
18, 295.54, 258.64
19, 294.67, 257.98
20, 293.65, 257.15
21, 292.65, 256.23
22, 291.82, 255.28
23, 291.13, 254.36
24, 290.60, 253.51
25, 289.97, 252.68
26, 289.22, 251.86
27, 288.30, 251.05
28, 287.32, 250.30
29, 286.43, 249.73
30, 285.69, 249.38
31, 285.14, 249.24
32, 284.74, 249.27
33, 284.39, 249.44
34, 284.06, 249.71
35, 283.72, 250.05
36, 283.39, 250.42
37, 283.09, 250.79
38, 282.81, 251.09
39, 282.58, 251.30
40, 282.38, 251.40
41, 282.23, 251.43
42, 281.81, 251.14
43, 281.09, 250.50
44, 280.04, 249.52
45, 278.83, 248.35
46, 277.15, 246.82
47, 275.05, 244.96
48, 272.56, 242.82
49, 269.93, 240.59
50, 267.21, 238.19
51, 264.50, 235.69
52, 261.88, 233.14
53, 259.47, 230.69
54, 257.32, 228.44
55, 255.29, 226.36
56, 253.36, 224.47
57, 251.50, 222.77
58, 249.80, 221.30
59, 248.35, 220.01
60, 247.19, 218.88
61, 246.30, 217.91
62, 245.67, 217.09
63, 245.08, 216.48
64, 244.48, 216.09
65, 243.82, 215.89
66, 243.15, 215.83
67, 242.51, 215.89
68, 242.09, 215.82
69, 241.93, 215.56
70, 242.03, 215.08
71, 242.31, 214.48
72, 242.60, 213.96
73, 242.82, 213.61
74, 242.94, 213.45
75, 242.97, 213.45
76, 242.99, 213.67
77, 243.03, 214.08
78, 243.11, 214.68
79, 243.22, 215.36
80, 243.33, 216.07
81, 243.77, 217.10
82, 244.57, 218.47
83, 245.74, 220.17
84, 247.11, 222.02
85, 248.68, 224.08
86, 250.37, 226.30
87, 252.12, 228.61
88, 253.83, 230.86
89, 255.64, 233.12
90, 257.56, 235.33
91, 259.57, 237.49
92, 261.54, 239.47
93, 263.37, 241.24
94, 265.20, 242.90
95, 267.01, 244.45
96, 268.82, 245.91
97, 270.52, 247.24
98, 272.06, 248.02
99, 273.40, 248.20
100, 274.54, 247.75
101, 275.46, 246.89
102, 276.33, 245.32
103, 277.17, 243.11
104, 278.02, 240.33
105, 278.83, 237.28
106, 279.56, 234.20
107, 280.10, 231.38
108, 280.42, 228.93
109, 280.51, 226.94
110, 280.45, 225.38
111, 279.95, 224.63
112, 279.01, 224.69
113, 277.66, 225.53
114, 276.09, 226.88
115, 274.16, 228.22
116, 271.93, 229.34
117, 269.46, 230.12
118, 266.95, 230.61
119, 264.45, 230.88
120, 262.04, 230.86
121, 259.75, 230.59
122, 257.68, 230.10
123, 255.88, 229.48
124, 254.40, 228.69
125, 253.27, 227.78
126, 252.46, 226.76
127, 251.92, 225.72
128, 251.41, 224.62
129, 250.86, 223.46
130, 250.22, 222.28
131, 249.54, 221.14
132, 248.93, 220.15
133, 248.42, 219.35
134, 248.05, 218.74
135, 247.78, 218.31
136, 247.61, 218.02
137, 247.37, 217.77
138, 247.04, 217.50
139, 246.59, 217.21
140, 246.08, 216.90
141, 245.57, 216.75
142, 245.06, 216.79
143, 244.60, 217.03
144, 244.19, 217.39
145, 244.14, 217.97
146, 244.48, 218.73
147, 245.22, 219.66
148, 246.22, 220.65
149, 247.52, 221.97
150, 249.05, 223.61
151, 250.77, 225.56
152, 252.57, 227.81
153, 254.37, 230.25
154, 256.09, 232.78
155, 257.66, 235.23
156, 259.32, 237.49
157, 261.07, 239.56
158, 262.94, 241.40
159, 264.79, 243.02
160, 266.52, 244.39
161, 268.06, 245.47
162, 269.36, 246.25
163, 270.41, 246.76
164, 271.23, 247.05
165, 271.90, 246.98
166, 272.46, 246.58
167, 272.93, 245.86
168, 273.32, 244.96
169, 273.68, 243.99
170, 274.03, 243.11
171, 274.38, 242.41
172, 274.71, 241.93
173, 275.02, 241.61
174, 275.49, 241.28
175, 276.18, 240.87
176, 277.07, 240.34
177, 278.07, 239.76
178, 278.55, 239.39
179, 278.38, 239.29
180, 277.49, 239.51
181, 276.15, 239.93
182, 274.37, 240.47
183, 272.29, 240.71
184, 270.01, 240.56
185, 267.72, 239.95
186, 265.54, 239.07
187, 263.37, 237.92
188, 261.23, 236.59
189, 259.13, 235.15
190, 257.17, 233.71
191, 255.38, 232.23
192, 253.81, 230.75
193, 252.44, 229.29
194, 251.30, 227.92
195, 250.20, 226.69
196, 249.07, 225.45
197, 247.91, 224.19
198, 246.78, 222.89
199, 245.73, 221.64
200, 244.90, 220.48
201, 244.33, 219.46
202, 244.01, 218.58
203, 243.90, 217.85
204, 243.88, 217.21
205, 243.90, 216.64
206, 243.92, 216.11
207, 243.93, 215.64
208, 244.03, 215.25
209, 244.22, 215.01
210, 244.49, 214.93
211, 244.82, 215.02
212, 245.17, 215.22
213, 245.65, 215.71
214, 246.25, 216.49
215, 246.98, 217.55
216, 247.76, 218.75
217, 248.72, 220.26
218, 249.85, 222.05
219, 251.13, 224.07
220, 252.45, 226.15
221, 253.96, 228.34
222, 255.66, 230.60
223, 257.50, 232.87
224, 259.35, 235.03
225, 261.12, 236.99
226, 262.77, 238.93
227, 264.29, 240.86
228, 265.66, 242.78
229, 266.85, 244.59
230, 268.21, 246.26
231, 269.77, 247.74
232, 271.57, 249.04
233, 273.45, 250.13
234, 275.30, 251.10
235, 277.05, 251.98
236, 278.64, 252.78
237, 280.05, 253.48
238, 281.27, 254.08
239, 282.32, 254.40
240, 283.19, 254.39
241, 283.90, 254.08
242, 284.46, 253.57
243, 284.61, 252.97
244, 284.33, 252.35
245, 283.64, 251.77
246, 282.70, 251.24
247, 281.38, 250.51
248, 279.76, 249.55
249, 277.89, 248.34
250, 275.94, 247.02
251, 273.72, 245.69
252, 271.27, 244.20
253, 268.64, 242.58
254, 266.00, 240.84
255, 263.52, 239.11
256, 261.24, 237.30
257, 259.22, 235.46
258, 257.47, 233.61
259, 256.00, 231.85
260, 254.79, 230.02
261, 253.80, 228.13
262, 253.01, 226.19
263, 252.41, 224.30
264, 251.85, 222.59
265, 251.31, 221.10
266, 250.76, 219.87
267, 250.22, 218.87
268, 249.72, 218.11
269, 249.23, 217.45
270, 248.74, 216.87
271, 248.25, 216.33
272, 247.79, 215.84
273, 247.39, 215.50
274, 247.08, 215.33
275, 246.86, 215.33
276, 246.71, 215.45
277, 246.57, 215.70
278, 246.41, 216.06
279, 246.23, 216.51
280, 246.03, 216.99
281, 245.92, 217.47
282, 245.91, 218.18
283, 246.02, 219.14
284, 246.20, 220.35
285, 246.42, 221.67
286, 247.06, 223.25
287, 248.16, 225.05
288, 249.73, 227.03
289, 251.53, 229.02
290, 253.57, 231.06
291, 255.75, 233.09
292, 257.98, 235.06
293, 260.13, 236.90
294, 262.27, 238.53
295, 264.38, 240.05
296, 266.42, 241.46
297, 268.31, 242.78
298, 269.99, 243.95
299, 271.51, 245.09
300, 272.89, 246.23
301, 274.13, 247.36
302, 275.20, 248.43
303, 276.21, 249.50
304, 277.18, 250.57
305, 278.11, 251.64
306, 278.97, 252.65
307, 279.79, 253.55
308, 280.56, 254.24
309, 281.29, 254.68
310, 281.94, 254.88
311, 282.51, 254.89
312, 282.75, 254.64
313, 282.62, 254.15
314, 282.12, 253.46
315, 281.39, 252.66
316, 280.27, 251.51
317, 278.81, 250.01
318, 277.04, 248.18
319, 275.16, 246.21
320, 273.06, 244.26
321, 270.79, 242.13
322, 268.42, 239.87
323, 266.09, 237.49
324, 263.91, 235.15
325, 261.97, 232.97
326, 260.29, 231.00
327, 258.88, 229.29
328, 257.74, 227.86
329, 256.55, 226.59
330, 255.25, 225.44
331, 253.79, 224.38
332, 252.30, 223.45
333, 250.78, 222.64
334, 249.29, 221.89
335, 247.85, 221.18
336, 246.53, 220.48
337, 245.37, 219.84
338, 244.40, 219.20
339, 243.63, 218.59
340, 243.06, 217.98
341, 242.65, 217.42
342, 242.47, 216.87
343, 242.49, 216.31
344, 242.69, 215.76
345, 243.01, 215.24
346, 243.31, 214.77
347, 243.54, 214.44
348, 243.68, 214.28
349, 243.74, 214.29
350, 243.74, 214.41
351, 243.70, 214.51
352, 243.64, 214.57
353, 243.56, 214.53
354, 243.47, 214.44
355, 243.42, 214.37
356, 243.39, 214.35
357, 243.41, 214.39
358, 243.45, 214.48
359, 243.43, 214.58
360, 243.33, 214.73
361, 243.13, 214.91
362, 242.88, 215.13
363, 242.60, 215.35
364, 242.48, 215.68
