=====Start_data=====
Date: 23/01/2022, Time: 00:00
Notes: filter and calibrated data
Collection period (s): 60.00, Sampling Frequency (Hz): 50.00
Counter, Distance(mm)
0, 2.99, 8.00
1, 9.37, 17.14
2, 19.24, 31.36
3, 30.92, 48.45
4, 43.22, 66.63
5, 55.25, 84.62
6, 66.53, 101.60
7, 76.71, 116.99
8, 85.55, 130.36
9, 92.93, 141.54
10, 98.86, 150.53
11, 103.58, 157.50
12, 107.27, 162.68
13, 110.03, 166.43
14, 111.95, 169.02
15, 113.14, 170.72
16, 113.70, 171.65
17, 113.76, 171.96
18, 113.54, 171.75
19, 113.21, 171.17
20, 112.80, 170.37
21, 112.34, 169.50
22, 111.83, 168.64
23, 111.33, 167.81
24, 110.85, 167.04
25, 110.45, 166.31
26, 110.12, 165.64
27, 109.89, 165.03
28, 109.63, 164.55
29, 109.30, 164.20
30, 109.03, 163.95
31, 108.88, 163.75
32, 108.89, 163.57
33, 108.98, 163.37
34, 109.11, 163.13
35, 109.22, 162.94
36, 109.30, 162.83
37, 109.34, 162.81
38, 109.35, 162.78
39, 109.34, 162.72
40, 109.32, 162.72
41, 109.28, 162.82
42, 109.24, 163.02
43, 109.20, 163.28
44, 109.16, 163.55
45, 109.15, 163.83
46, 109.18, 164.13
47, 109.21, 164.32
48, 109.24, 164.39
49, 109.24, 164.32
50, 109.29, 164.23
51, 109.38, 164.16
52, 109.51, 164.06
53, 109.64, 163.88
54, 109.75, 163.61
55, 109.79, 163.42
56, 109.74, 163.35
57, 109.75, 163.41
58, 109.87, 163.55
59, 110.11, 163.71
60, 110.28, 163.87
61, 110.30, 163.99
62, 110.20, 164.10
63, 110.03, 164.21
64, 109.91, 164.33
65, 109.86, 164.44
66, 109.89, 164.54
67, 109.88, 164.68
68, 109.82, 164.86
69, 109.76, 164.94
70, 109.74, 164.87
71, 109.80, 164.63
72, 109.82, 164.40
73, 109.78, 164.25
74, 109.76, 164.18
75, 109.82, 164.15
76, 109.97, 164.11
77, 110.05, 164.08
78, 110.02, 164.06
79, 109.94, 164.06
80, 109.88, 164.09
81, 109.90, 164.16
82, 109.90, 164.32
83, 109.83, 164.57
84, 109.77, 164.86
85, 109.75, 165.15
86, 109.80, 165.28
87, 109.93, 165.26
88, 110.12, 165.07
89, 110.27, 164.83
90, 110.35, 164.60
91, 110.33, 164.40
92, 110.30, 164.31
93, 110.29, 164.34
94, 110.24, 164.44
95, 110.13, 164.56
96, 109.93, 164.66
97, 109.75, 164.72
98, 109.60, 164.74
99, 109.58, 164.73
100, 109.66, 164.72
101, 109.85, 164.73
102, 110.01, 164.76
103, 110.11, 164.83
104, 110.15, 164.86
105, 110.16, 164.82
106, 110.15, 164.75
107, 110.17, 164.68
108, 110.21, 164.64
109, 110.25, 164.56
110, 110.28, 164.40
111, 110.32, 164.25
112, 110.36, 164.14
113, 110.43, 164.10
114, 110.45, 164.17
115, 110.42, 164.33
116, 110.35, 164.47
117, 110.26, 164.54
118, 110.19, 164.51
119, 110.16, 164.44
120, 110.16, 164.35
121, 110.24, 164.22
122, 110.38, 164.04
123, 110.56, 163.81
124, 110.68, 163.64
125, 110.72, 163.55
126, 110.71, 163.63
127, 110.69, 163.86
128, 110.69, 164.08
129, 110.71, 164.21
130, 110.74, 164.18
131, 110.77, 164.13
132, 110.81, 164.10
133, 110.87, 164.17
134, 110.96, 164.33
135, 111.08, 164.57
136, 111.13, 164.85
137, 111.10, 165.16
138, 111.06, 165.38
139, 111.09, 165.49
140, 111.21, 165.49
141, 111.31, 165.39
142, 111.36, 165.20
143, 111.28, 165.03
144, 111.13, 164.92
145, 110.90, 164.88
146, 110.70, 164.81
147, 110.54, 164.67
148, 110.43, 164.51
149, 110.34, 164.38
150, 110.26, 164.24
151, 110.14, 164.07
152, 109.97, 163.84
153, 109.77, 163.67
154, 109.57, 163.58
155, 109.46, 163.58
156, 109.43, 163.65
157, 109.50, 163.77
158, 109.68, 163.94
159, 109.96, 164.15
160, 110.21, 164.43
161, 110.37, 164.77
162, 110.41, 165.17
163, 110.37, 165.58
164, 110.26, 165.98
165, 110.17, 166.23
166, 110.13, 166.29
167, 110.15, 166.16
168, 110.20, 165.96
169, 110.28, 165.73
170, 110.38, 165.50
171, 110.48, 165.27
172, 110.58, 165.07
173, 110.59, 164.90
174, 110.50, 164.79
175, 110.36, 164.71
176, 110.21, 164.67
177, 110.15, 164.63
178, 110.18, 164.57
179, 110.30, 164.50
180, 110.42, 164.48
181, 110.51, 164.51
182, 110.51, 164.57
183, 110.45, 164.65
184, 110.33, 164.71
185, 110.26, 164.67
186, 110.26, 164.50
187, 110.24, 164.31
188, 110.17, 164.16
189, 110.00, 164.09
190, 109.85, 164.06
191, 109.77, 164.05
192, 109.75, 164.04
193, 109.77, 164.02
194, 109.79, 164.04
195, 109.82, 164.08
196, 109.85, 164.15
197, 109.85, 164.24
198, 109.82, 164.34
199, 109.83, 164.42
200, 109.92, 164.46
201, 110.09, 164.46
202, 110.31, 164.41
203, 110.56, 164.32
204, 110.73, 164.26
205, 110.79, 164.26
206, 110.74, 164.35
207, 110.64, 164.51
208, 110.53, 164.73
209, 110.39, 164.95
210, 110.23, 165.12
211, 110.05, 165.23
212, 109.87, 165.28
213, 109.70, 165.30
214, 109.49, 165.30
215, 109.23, 165.27
216, 108.94, 165.18
217, 108.70, 165.03
218, 108.57, 164.82
219, 108.61, 164.58
220, 108.79, 164.33
221, 109.06, 164.16
222, 109.37, 164.09
223, 109.67, 164.13
224, 109.92, 164.18
225, 110.12, 164.19
226, 110.25, 164.14
227, 110.33, 164.04
228, 110.37, 163.92
229, 110.30, 163.84
230, 110.11, 163.82
231, 109.92, 163.78
232, 109.79, 163.71
233, 109.76, 163.57
234, 109.76, 163.45
235, 109.74, 163.37
236, 109.74, 163.39
237, 109.78, 163.51
238, 109.88, 163.67
239, 109.98, 163.82
240, 110.06, 163.94
241, 110.09, 164.07
242, 110.07, 164.23
243, 109.99, 164.40
244, 109.91, 164.56
245, 109.85, 164.69
246, 109.84, 164.80
247, 109.88, 164.87
248, 109.94, 164.83
249, 110.00, 164.65
250, 110.05, 164.35
251, 110.13, 164.06
